Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"GS35F309GA",,"PA0020",0,"FSS Federal Supply Schedule","$0.00","Mar 24, 2020",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PA0029",0,"FSS Federal Supply Schedule","$0.00","Jan 27, 2022",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PM0009",0,"FSS Federal Supply Schedule","$0.00","Jun 20, 2018",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PM0011",0,"FSS Federal Supply Schedule","$0.00","Jun 26, 2018",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PM0016",0,"FSS Federal Supply Schedule","$0.00","May 16, 2019",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA595",0,"FSS Federal Supply Schedule","$0.00","Oct 7, 2019",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"ING12PC00024",,"5",0,"IDC Indefinite Delivery Contract","$0.00","May 31, 2016",,"1434","US GEOLOGICAL SURVEY","OFC OF ACQUSITION  GRANTS-NATIONAL","P","7644","DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS","519120","LIBRARIES AND ARCHIVES","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.",,
"ING12PC00024",,"4",0,"IDC Indefinite Delivery Contract","$0.00","Mar 9, 2016",,"1434","US GEOLOGICAL SURVEY","OFFICE OF ACQUISITION AND GRANTS - NATIONAL","P","7644","DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS","519120","LIBRARIES AND ARCHIVES","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.",,
"68HERD20P0021",,"P00001","0","PO Purchase Order","-$29,549.37","Dec 19, 2019",,"6800","ENVIRONMENTAL PROTECTION AGENCY","INFORMATION TECHNOLOGY ACQ DIV (ITA","S","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR20F0035","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$265,000.00","Dec 19, 2019",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR21F0178","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$2,244,444.00","Jul 1, 2021",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"75F40121F80348","GS35F309GA","P00001","0","DO Delivery Order","$0.00","Sep 17, 2021",,"7524","FOOD AND DRUG ADMINISTRATION","FDA OFFICE OF ACQ  GRANT SVCS","S","Q999","MEDICAL- OTHER","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"W913E520P0035",,"0","0","PO Purchase Order","$99,987.93","May 15, 2020",,"2100","DEPT OF THE ARMY","W2R2 COLD RGNS RSCH ENG LAB","S","T014","PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"33315220P00446813",,"0","0","PO Purchase Order","$15,000.00","Aug 7, 2020",,"3300","SMITHSONIAN INSTITUTION","NATIONAL MUSEUM OF NATURAL HISTORY","S","R499","SUPPORT- PROFESSIONAL: OTHER","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"140A2321P0353",,"0","0","PO Purchase Order","$24,999.99","Apr 26, 2021",,"1450","BUREAU OF INDIAN AFFAIRS","INDIAN EDUCATION ACQUISITION OFFICE","S","DA10","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"W913E521P0017",,"0","0","PO Purchase Order","$239,760.00","Apr 5, 2021","Mar 25, 2021","2100","DEPT OF THE ARMY","W2R2 COLD RGNS RSCH ENG LAB","S","T014","PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"1282FT18F0022","GS35F309GA","0","0","DO Delivery Order","$19,915.15","Jun 21, 2018",,"12C2","FOREST SERVICE","ROCKY MTN RESEARCH STATION","S","R499","SUPPORT- PROFESSIONAL: OTHER","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"123C7818F0236","GS35F309GA","0","0","DO Delivery Order","$164,145.00","Sep 26, 2018",,"12C3","NATURAL RESOURCES CONSERVATION SERVICE","NRCS CONTRACTING SVS BRANCH-TEAM 3","S","B525","SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"1243ZP18F0038","GS35F309GA","0","0","DO Delivery Order","$25,838.39","Apr 25, 2018",,"12C2","FOREST SERVICE","USDA  FOREST SERVICE","P","6675","DRAFTING, SURVEYING, AND MAPPING INSTRUMENTS","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"140A1619P0662",,"0","0","PO Purchase Order","$15,000.00","Aug 16, 2019",,"1450","BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION","CENTRAL OFFICE","S","D317","IT AND TELECOM- WEB-BASED SUBSCRIPTION","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR21F0205","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$255,748.00","Aug 18, 2021",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"75F40121F80348","GS35F309GA","0","0","DO Delivery Order","$92,655.50","Aug 20, 2021",,"7524","FOOD AND DRUG ADMINISTRATION","FDA OFFICE OF ACQ  GRANT SVCS","S","Q999","MEDICAL- OTHER","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"N0003916P0019",,"0","0","PO Purchase Order","$2,488,397.00","Sep 29, 2016",,"1700","DEPT OF THE NAVY","NAVAL INFORMATION WARFARE SYSTEMS","S","AD24","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)","519190","ALL OTHER INFORMATION SERVICES","SAN FRANCISCO","CA","941033809",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.",,
"W913E519P0022",,"0","0","PO Purchase Order","$21,902.40","Jun 3, 2019",,"2100","DEPT OF THE ARMY","W2R2 COLD RGNS RSCH ENG LAB","S","T099","PHOTO/MAP/PRINT/PUBLICATION- OTHER","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR20F0207","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$5,600,000.00","Sep 2, 2020",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR21F0203","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$6,166,667.00","Aug 16, 2021",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR22F0012","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$6,166,667.00","Nov 16, 2021",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"33315221P00464118",,"0","0","PO Purchase Order","$25,292.59","Sep 24, 2021",,"3300","SMITHSONIAN INSTITUTION","NATIONAL MUSEUM OF NATURAL HISTORY","P","7A20","IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE)","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR20F0088","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$7,000,000.00","Mar 18, 2020",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR22F0039","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$6,166,667.00","Jan 27, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"W913E519P0022",,"P00001","0","PO Purchase Order","$0.00","Jul 3, 2019",,"2100","DEPT OF THE ARMY","W2R2 COLD RGNS RSCH ENG LAB","S","T099","PHOTO/MAP/PRINT/PUBLICATION- OTHER","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"12314421F0287","GS35F309GA","0","0","DO Delivery Order","$690,029.85","Apr 27, 2021","Apr 2, 2021","1205","USDA, DEPARTMENTAL ADMINISTRATION","USDA, OCP-POD-ACQ-MGMT-BRANCH-FTC","P","7G22","IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"75F40121F80348","GS35F309GA","P00002","0","DO Delivery Order","$0.00","Apr 7, 2022",,"7524","FOOD AND DRUG ADMINISTRATION","FDA OFFICE OF ACQ  GRANT SVCS","S","Q999","MEDICAL- OTHER","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","PLANET LABS INC.","PLANET LABS INC.","6QNX1",
"GS35F309GA",,"PSA837",0,"FSS Federal Supply Schedule","$0.00","Oct 14, 2021",,"4732","FEDERAL ACQUISITION SERVICE","GSA/FAS CENTER FOR IT SCHEDULE PROG","P","7030","INFORMATION TECHNOLOGY SOFTWARE","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624",,,"WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"12639520F1059","GS35F309GA","0","0","DO Delivery Order","$12,240.00","Aug 28, 2020",,"12K3","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","MRPBS MINNEAPOLIS MN","S","F999","OTHER ENVIRONMENTAL SERVICES","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"12314422F0285","GS35F309GA","0","0","DO Delivery Order","$815,000.00","Apr 26, 2022","Mar 2, 2022","1205","USDA, DEPARTMENTAL ADMINISTRATION","USDA, OCP-POD-ACQ-MGMT-BRANCH-FTC","P","7G22","IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)","511210","SOFTWARE PUBLISHERS","SAN FRANCISCO","CA","941073624","E, S","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54), SERVICE CONTRACT INVENTORY (FAR 4.17)","WM89DN7V2AQ5","WM89DN7V2AQ5","PLANET LABS INC.","PLANET LABS INC.","6QNX1",
"80HQTR20F0180","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$255,748.00","Jul 23, 2020",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"80HQTR19F0047","80HQTR18A0026","0","0","BPA Call Blanket Purchase Agreement","$6,735,000.00","Dec 6, 2018",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA HEADQUARTERS","S","R499","SUPPORT- PROFESSIONAL: OTHER","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"123C7818P0117",,"P00001","0","PO Purchase Order","-$6,000.00","Aug 14, 2018",,"12C3","NATURAL RESOURCES CONSERVATION SERVICE","NRCS CONTRACTING SVS BRANCH-TEAM 3","S","R404","SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION)","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
"123C7818P0117",,"0","0","PO Purchase Order","$6,000.00","Jun 11, 2018",,"12C3","NATURAL RESOURCES CONSERVATION SERVICE","NRCS CONTRACTING SVS BRANCH-TEAM 3","S","R404","SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION)","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","SAN FRANCISCO","CA","941033809","NONE","NONE OF THE ABOVE","WM89DN7V2AQ5","WM89DN7V2AQ5","COSMOGIA INC.","PLANET LABS INC.","6QNX1",
